date,price_usd,active_addresses,tx_count,hash_rate,supply_current,fee_usd,difficulty,miner_revenue_usd,estimated_transaction_volume_usd
2015-05-16,235.812134424313,259761.0,89300.0,312624.333322854,14168639.77069602,3376.1090023437,47643398017.8034,893513.609002344,29553196.5719731
2015-05-17,236.963682933957,263667.0,89084.0,410256.527852824,14172914.77069602,3258.5805776929,48807487244.6814,1144998.33057769,25442053.3469966
2015-05-18,232.88384961543,239338.0,96958.0,349377.602526406,14176514.77069602,3945.7679297736,48807487244.6814,970848.767929774,45892645.0747645
2015-05-19,231.974446814728,258201.0,108963.0,315410.335614117,14179764.77069602,3782.7772204029,48807487244.6814,818617.777220403,52514487.5682333
2015-05-20,234.190306253653,251166.0,104816.0,351803.835877284,14183389.77059602,3859.100248016,48807487244.6814,969954.100248016,48654632.560187
2015-05-21,235.553821741672,236381.0,97997.0,376066.169386062,14187264.77049602,3485.5457821723,48807487244.6814,992600.295782172,42085816.6644364
2015-05-22,240.323203682057,248185.0,103038.0,334820.202421139,14190714.77049602,3847.13747595,48807487244.6814,908597.137475951,64762785.3179089
2015-05-23,238.963281706604,222628.0,87197.0,271738.135298316,14193514.77049602,3399.177905592,48807487244.6814,791439.177905592,40593776.5705412
2015-05-24,240.711758328463,282015.0,91128.0,354230.069228162,14197164.77039602,3329.7120574624,48807487244.6814,954369.712057463,28578351.3492117
2015-05-25,237.003543249562,262222.0,107497.0,342098.902473773,14200689.77039602,3985.411014417,48807487244.6814,932241.661014417,40786498.3821164
2015-05-26,236.796261250731,274566.0,110959.0,349377.602526406,14204289.77039602,4623.6920280819,48807487244.6814,1029440.19202808,50457631.3749041
2015-05-27,237.203596434833,258192.0,106238.0,334820.202421139,14207739.77039602,3955.373532816,48807487244.6814,899539.373532816,51191313.6883922
2015-05-28,236.956881940386,255987.0,110526.0,320262.802315872,14211039.77039602,3845.9651427722,48807487244.6814,803899.965142772,45725449.4432467
2015-05-29,236.646526592636,301378.0,130305.0,373639.936035185,14214889.76889602,4984.4680148488,48807487244.6814,1128074.46801485,59936779.1702219
2015-05-30,232.788770017534,302015.0,122222.0,329967.735719384,14218289.76889602,4302.1696134212,48807487244.6814,888252.169613421,44900328.1318046
2015-05-31,229.45054792519,294212.0,97356.0,356781.94209336,14221989.76889602,9280.371505693,48807487244.6814,926865.371505693,39799318.1951512
2015-06-01,223.282701928697,316894.0,132668.0,312271.265830991,14225289.76889602,5123.662782126,48807487244.6814,792896.662782127,66947696.4841927
2015-06-02,225.320800993571,299987.0,125717.0,354853.71117158,14229039.76889602,4397.2334571792,47589591153.625,920829.233457179,57270911.4599404
2015-06-03,225.213063413209,295631.0,129398.0,335928.179909096,14232589.76889602,4324.1125151763,47589591153.625,860046.112515177,56476289.8654473
2015-06-04,223.54007685564,270650.0,114685.0,333562.488501286,14236114.76889602,4193.915123538,47589591153.625,945238.915123538,53824239.9311192
2015-06-05,224.731071887785,261364.0,108893.0,326465.414277854,14239564.76884602,3691.3697565136,47589591153.625,839491.369756514,53499853.6065241
2015-06-06,225.160513150205,271268.0,93591.0,421093.070590275,14244014.76884602,3553.2664801932,47589591153.625,1262209.26648019,36746393.6069828
2015-06-07,223.411685856225,255838.0,82502.0,352488.01976377,14247739.76884602,3084.0681452124,47589591153.625,942417.318145213,35227318.9450401
2015-06-08,228.774291350088,252632.0,111670.0,371413.551026254,14251664.76884602,4120.376085984,47589591153.625,1021051.37608598,59227078.9674461
2015-06-09,229.370529514904,287564.0,121137.0,357219.402579391,14255439.76884601,4332.2015410472,47589591153.625,954812.701541047,53661538.5586048
2015-06-10,228.588487434249,354081.0,129616.0,399801.847919981,14259664.768846,4953.5105459208,47589591153.625,1086411.51054592,58663591.1924833
2015-06-11,229.584411747516,281625.0,120640.0,319368.340054422,14263039.76835459,4232.013509312,47589591153.625,875567.013509312,57681283.8927474
